gsm8k_num,perplexity,chunks
1,10.703062057495117,1
2,22.71841049194336,1
3,2.7349021434783936,1
4,11.788811683654785,1
5,6.109112739562988,1
6,4.797316551208496,1
7,5.0782623291015625,1
8,4.439268589019775,1
9,4.4532623291015625,1
10,4.177056789398193,1
11,3.2724690437316895,1
12,3.536642551422119,1
13,4.907737731933594,1
14,6.119084358215332,1
15,3.6958706378936768,1
16,4.980353355407715,1
17,4.64727258682251,1
18,3.075145721435547,1
19,5.899692535400391,1
20,4.218626976013184,1
21,4.568864822387695,1
22,5.796070575714111,1
23,5.827454566955566,1
24,8.476910591125488,1
25,6.525691986083984,1
26,4.123127460479736,1
27,5.082782745361328,1
28,5.987803936004639,1
29,6.529850959777832,1
30,6.838505268096924,1
31,5.996469974517822,1
32,4.523988723754883,1
33,10.746533393859863,1
34,7.889456272125244,1
35,5.678420066833496,1
36,5.3385467529296875,1
37,5.300923824310303,1
38,4.4522247314453125,1
39,5.966660022735596,1
40,3.196655750274658,1
41,6.567442893981934,1
42,8.192275047302246,1
43,8.03476619720459,1
44,4.134413242340088,1
45,4.0383172035217285,1
46,6.17129373550415,1
47,5.967609405517578,1
48,3.9701106548309326,1
49,7.5146164894104,1
50,4.021496295928955,1
51,5.271730422973633,1
52,8.15453815460205,1
53,6.479284286499023,1
54,3.9799931049346924,1
55,8.988731384277344,1
56,7.515229225158691,1
57,8.612884521484375,1
58,5.540342807769775,1
59,5.92222261428833,1
60,6.305999279022217,1
61,5.9272894859313965,1
62,6.170177936553955,1
63,6.331526279449463,1
64,4.097452640533447,1
65,5.045760631561279,1
66,6.809412002563477,1
67,4.1033430099487305,1
68,4.35640287399292,1
69,4.550019264221191,1
70,7.093642234802246,1
71,4.17901086807251,1
72,9.953701972961426,1
73,5.771961212158203,1
74,4.974307060241699,1
75,2.9831347465515137,1
76,3.532714605331421,1
77,2.9164116382598877,1
78,4.810005187988281,1
79,4.871136665344238,1
80,9.883185386657715,1
81,4.392318248748779,1
82,5.7653656005859375,1
83,9.287043571472168,1
84,6.194632053375244,1
85,6.092426300048828,1
86,5.959954261779785,1
87,4.135650634765625,1
88,4.815911769866943,1
89,4.757618427276611,1
90,12.068924903869629,1
91,4.127621650695801,1
92,6.266786098480225,1
93,6.046573638916016,1
94,4.53859806060791,1
95,4.242752552032471,1
96,3.6757395267486572,1
97,11.193833351135254,1
98,6.759527683258057,1
99,6.732356071472168,1
100,6.815223217010498,1
101,3.4492902755737305,1
102,7.113399982452393,1
103,5.869511604309082,1
104,5.627254009246826,1
105,3.8112947940826416,1
106,9.027817726135254,1
107,4.810338973999023,1
108,3.922635316848755,1
109,6.545155048370361,1
110,5.049073696136475,1
111,5.65787935256958,1
112,5.098633766174316,1
113,7.850239276885986,1
114,11.101162910461426,1
115,5.008831977844238,1
116,4.7966790199279785,1
117,9.386980056762695,1
118,12.136329650878906,1
119,8.896273612976074,1
120,3.1510138511657715,1
121,7.240080833435059,1
122,7.122056484222412,1
123,4.406645774841309,1
124,3.946336269378662,1
125,8.862687110900879,1
126,6.8570051193237305,1
127,10.565590858459473,1
128,7.657025337219238,1
129,4.556877136230469,1
130,4.429052829742432,1
131,5.227385997772217,1
132,6.326092720031738,1
133,5.4871625900268555,1
134,5.652949810028076,1
135,11.977727890014648,1
136,9.654304504394531,1
137,14.896827697753906,1
138,3.2663979530334473,1
139,3.816934108734131,1
140,7.187054634094238,1
141,5.14407205581665,1
142,8.917813301086426,1
143,6.796182155609131,1
144,6.82991886138916,1
145,4.358850002288818,1
146,5.613193511962891,1
147,5.362441062927246,1
148,4.893972396850586,1
149,6.0350871086120605,1
150,8.70399284362793,1
151,3.6318984031677246,1
152,5.980868816375732,1
153,6.6455793380737305,1
154,6.2590413093566895,1
155,2.896615743637085,1
156,2.5593535900115967,1
157,5.554631233215332,1
158,3.546525239944458,1
159,6.097196102142334,1
160,8.693374633789062,1
161,6.082849025726318,1
162,3.604426860809326,1
163,4.558773517608643,1
164,7.246723651885986,1
165,7.082685470581055,1
